FinalID,FinalIDassigned,Phylum,Class,Order,Family,Genus
Aphanocapsa cf hyalina,Aphanocapsa,Cyanobacteria,Cyanophyceae,Synechococcales,Merismopediaceae,Aphanocapsa
Aphanocapsa cf incerta,Aphanocapsa,Cyanobacteria,Cyanophyceae,Synechococcales,Merismopediaceae,Aphanocapsa
Aphanocapsa cf parasitica,Aphanocapsa,Cyanobacteria,Cyanophyceae,Synechococcales,Merismopediaceae,Aphanocapsa
Aphanocapsa cf planctonica,Aphanocapsa,Cyanobacteria,Cyanophyceae,Synechococcales,Merismopediaceae,Aphanocapsa
Aphanocapsa cf rivularis,Aphanocapsa,Cyanobacteria,Cyanophyceae,Synechococcales,Merismopediaceae,Aphanocapsa
Aphanocapsa delicatissima,Aphanocapsa delicatissima,Cyanobacteria,Cyanophyceae,Synechococcales,Merismopediaceae,Aphanocapsa
Aphanocapsa delicatissima ,Aphanocapsa delicatissima,Cyanobacteria,Cyanophyceae,Synechococcales,Merismopediaceae,Aphanocapsa
Aphanocapsa delicatissima W. West et G.S. West,Aphanocapsa delicatissima,Cyanobacteria,Cyanophyceae,Synechococcales,Merismopediaceae,Aphanocapsa
Aphanocapsa elachista,Aphanocapsa elachista,Cyanobacteria,Cyanophyceae,Synechococcales,Merismopediaceae,Aphanocapsa
Aphanocapsa grevillei,Aphanocapsa grevillei,Cyanobacteria,Cyanophyceae,Synechococcales,Merismopediaceae,Aphanocapsa
Aphanocapsa holsatica,Aphanocapsa holsatica,Cyanobacteria,Cyanophyceae,Synechococcales,Merismopediaceae,Aphanocapsa
Aphanocapsa hyalina,Aphanocapsa hyalina,Cyanobacteria,Cyanophyceae,Synechococcales,Merismopediaceae,Aphanocapsa
Aphanocapsa incerta,Aphanocapsa incerta,Cyanobacteria,Cyanophyceae,Synechococcales,Merismopediaceae,Aphanocapsa
Aphanocapsa parasitica,Aphanocapsa parasitica,Cyanobacteria,Cyanophyceae,Synechococcales,Merismopediaceae,Aphanocapsa
Aphanocapsa parasitica (K¸tz.) Kom·rek et Anagn.,Aphanocapsa parasitica,Cyanobacteria,Cyanophyceae,Synechococcales,Merismopediaceae,Aphanocapsa
Aphanocapsa planctonica,Aphanocapsa planctonica,Cyanobacteria,Cyanophyceae,Synechococcales,Merismopediaceae,Aphanocapsa
Aphanocapsa rivularis,Aphanocapsa rivularis,Cyanobacteria,Cyanophyceae,Synechococcales,Merismopediaceae,Aphanocapsa
Aphanocapsa sp 1,Aphanocapsa,Cyanobacteria,Cyanophyceae,Synechococcales,Merismopediaceae,Aphanocapsa
Aphanocapsa sp. 1,Aphanocapsa,Cyanobacteria,Cyanophyceae,Synechococcales,Merismopediaceae,Aphanocapsa
Aphanochaete cf polychaete,Aphanochaete,Chlorophyta,Chlorophyceae,Chaetophorales,Aphanochaetaceae,Aphanochaete
Aphanochaete cf repens,Aphanochaete,Chlorophyta,Chlorophyceae,Chaetophorales,Aphanochaetaceae,Aphanochaete
Aphanochaete polychaete,Aphanochaete polychaete,Chlorophyta,Chlorophyceae,Chaetophorales,Aphanochaetaceae,Aphanochaete
Aphanochaete repens,Aphanochaete repens,Chlorophyta,Chlorophyceae,Chaetophorales,Aphanochaetaceae,Aphanochaete
Aphanochaete repens A. Braun,Aphanochaete repens,Chlorophyta,Chlorophyceae,Chaetophorales,Aphanochaetaceae,Aphanochaete
Aphanocheate repens,Aphanochaete repens,Chlorophyta,Chlorophyceae,Chaetophorales,Aphanochaetaceae,Aphanochaete
Aphanothece,Aphanothece,Cyanobacteria,Cyanophyceae,Chroococcales,Cyanobacteriaceae,Aphanothece
Aphanothece caldariorum,Aphanothece caldariorum,Cyanobacteria,Cyanophyceae,Chroococcales,Cyanobacteriaceae,Aphanothece
Aphanothece cf caldariorum,Aphanothece,Cyanobacteria,Cyanophyceae,Chroococcales,Cyanobacteriaceae,Aphanothece
Aphanothece cf clathrata,Aphanothece,Cyanobacteria,Cyanophyceae,Chroococcales,Cyanobacteriaceae,Aphanothece
Aphanothece cf elabens,Aphanothece,Cyanobacteria,Cyanophyceae,Chroococcales,Cyanobacteriaceae,Aphanothece
Aphanothece cf floccosa,Aphanothece,Cyanobacteria,Cyanophyceae,Chroococcales,Cyanobacteriaceae,Aphanothece
Aphanothece cf minutissima,Aphanothece,Cyanobacteria,Cyanophyceae,Chroococcales,Cyanobacteriaceae,Aphanothece
Aphanothece cf nebulosa,Aphanothece,Cyanobacteria,Cyanophyceae,Chroococcales,Cyanobacteriaceae,Aphanothece
Aphanothece cf nidulans,Aphanothece,Cyanobacteria,Cyanophyceae,Chroococcales,Cyanobacteriaceae,Aphanothece
Aphanothece cf saxicola,Aphanothece,Cyanobacteria,Cyanophyceae,Chroococcales,Cyanobacteriaceae,Aphanothece
Aphanothece cf stagnina,Aphanothece,Cyanobacteria,Cyanophyceae,Chroococcales,Cyanobacteriaceae,Aphanothece
Aphanothece clathrata,Aphanothece clathrata,Cyanobacteria,Cyanophyceae,Chroococcales,Cyanobacteriaceae,Aphanothece
Aphanothece clathrata W. West et G.S. West,Aphanothece clathrata,Cyanobacteria,Cyanophyceae,Chroococcales,Cyanobacteriaceae,Aphanothece
Aphanothece elabens,Aphanothece elabens,Cyanobacteria,Cyanophyceae,Chroococcales,Cyanobacteriaceae,Aphanothece
Aphanothece floccosa,Aphanothece floccosa,Cyanobacteria,Cyanophyceae,Chroococcales,Cyanobacteriaceae,Aphanothece
Aphanothece floccosa (Zalessky) Cronberg et Kom·rek,Aphanothece floccosa,Cyanobacteria,Cyanophyceae,Chroococcales,Cyanobacteriaceae,Aphanothece
Aphanothece minutissima,Aphanothece minutissima,Cyanobacteria,Cyanophyceae,Chroococcales,Cyanobacteriaceae,Aphanothece
Aphanothece minutissima ,Aphanothece minutissima,Cyanobacteria,Cyanophyceae,Chroococcales,Cyanobacteriaceae,Aphanothece
Aphanothece minutissima (W.West) Kom·rkov·-Legnerov· et Cronberg,Aphanothece minutissima,Cyanobacteria,Cyanophyceae,Chroococcales,Cyanobacteriaceae,Aphanothece
Aphanothece nebulosa,Aphanothece nebulosa,Cyanobacteria,Cyanophyceae,Chroococcales,Cyanobacteriaceae,Aphanothece
Aphanothece nidulans,Aphanothece nidulans,Cyanobacteria,Cyanophyceae,Chroococcales,Cyanobacteriaceae,Aphanothece
Aphanothece saxicola,Aphanothece saxicola,Cyanobacteria,Cyanophyceae,Chroococcales,Cyanobacteriaceae,Aphanothece
Aphanothece sp 1,Aphanothece,Cyanobacteria,Cyanophyceae,Chroococcales,Cyanobacteriaceae,Aphanothece
Aphanothece stagnina,Aphanothece stagnina,Cyanobacteria,Cyanophyceae,Chroococcales,Cyanobacteriaceae,Aphanothece
Aphanothece stagnina ,Aphanothece stagnina,Cyanobacteria,Cyanophyceae,Chroococcales,Cyanobacteriaceae,Aphanothece
Aphanothece stagnina (Spreng.) A. Braun,Aphanothece stagnina,Cyanobacteria,Cyanophyceae,Chroococcales,Cyanobacteriaceae,Aphanothece
Apiocystis brauniana,Apiocystis brauniana,Chlorophyta,Chlorophyceae,Tetrasporales,Tetrasporaceae,Apiocystis
Apiocystis cf brauniana,Apiocystis,Chlorophyta,Chlorophyceae,Tetrasporales,Tetrasporaceae,Apiocystis
Ardissonea,Ardissonea,Heterokontophyta,Fragilariophyceae,Ardissoneales,Ardissoneaceae,Ardissonea
Ardissonea cuneata,Ardissonea cuneata,Heterokontophyta,Fragilariophyceae,Ardissoneales,Ardissoneaceae,Ardissonea
Ardissonea cuneata Mills,Ardissonea cuneata,Heterokontophyta,Fragilariophyceae,Ardissoneales,Ardissoneaceae,Ardissonea
Arthrospira,Arthrospira,Cyanobacteria,Cyanophyceae,Oscillatoriales,Phormidiaceae,Arthrospira
Arthrospira corkiana,Arthrospira corkiana,Cyanobacteria,Cyanophyceae,Oscillatoriales,Phormidiaceae,Arthrospira
Arthrospira sp 1,Arthrospira,Cyanobacteria,Cyanophyceae,Oscillatoriales,Phormidiaceae,Arthrospira
Amphora sp. 4 SCCWRP JPK,Amphora,Bacillariophyta,Bacillariophyceae,Thalassiophysales,Catenulaceae,Amphora
Amphora sp. 5 SCCWRP JPK,Amphora,Bacillariophyta,Bacillariophyceae,Thalassiophysales,Catenulaceae,Amphora
Amphora stoermerii,Amphora stoermerii,Bacillariophyta,Bacillariophyceae,Thalassiophysales,Catenulaceae,Amphora
Aneumastus tuscula,Aneumastus tuscula,Bacillariophyta,Bacillariophyceae,Naviculales,Mastogloiaceae,Aneumastus
Anomoeoneis,Anomoeoneis,Bacillariophyta,Bacillariophyceae,Cymbellales,Anomoeoneidaceae,Anomoeoneis
Asterionella,Asterionella,Heterokontophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Asterionella
Asterionella formosa,Asterionella formosa,Heterokontophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Asterionella
Asterionella formosa Hassall,Asterionella formosa,Heterokontophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Asterionella
Asterococcus cf limneticus,Asterococcus,Chlorophyta,Chlorophyceae,Tetrasporales,Palmellopsidaceae,Asterococcus
Asterococcus limneticus,Asterococcus limneticus,Chlorophyta,Chlorophyceae,Tetrasporales,Palmellopsidaceae,Asterococcus
Asterococcus limneticus G.M. Sm.,Asterococcus limneticus,Chlorophyta,Chlorophyceae,Tetrasporales,Palmellopsidaceae,Asterococcus
Asterococcus sp 1,Asterococcus,Chlorophyta,Chlorophyceae,Tetrasporales,Palmellopsidaceae,Asterococcus
Audouinella cf hermannii,Audouinella,Rhodophyta,Florideophyceae,Acrochaetiales,Acrochaetiaceae,Audouinella
Audouinella hermannii,Audouinella hermannii,Rhodophyta,Florideophyceae,Acrochaetiales,Acrochaetiaceae,Audouinella
Aulacoseira,Aulacoseira,Heterokontophyta,Coscinodiscophyceae,Aulacoseiraceae,Aulacoseiraceae,Aulacoseira
Aulacoseira alpigena,Aulacoseira alpigena,Heterokontophyta,Coscinodiscophyceae,Aulacoseiraceae,Aulacoseiraceae,Aulacoseira
Aulacoseira alpigena (Grunow in Van Heurck) Krammer,Aulacoseira alpigena,Heterokontophyta,Coscinodiscophyceae,Aulacoseiraceae,Aulacoseiraceae,Aulacoseira
Aulacoseira ambigua,Aulacoseira ambigua,Heterokontophyta,Coscinodiscophyceae,Aulacoseiraceae,Aulacoseiraceae,Aulacoseira
Aulacoseira ambigua (Grunow in Van Heurck) Simonsen,Aulacoseira ambigua,Heterokontophyta,Coscinodiscophyceae,Aulacoseiraceae,Aulacoseiraceae,Aulacoseira
Aulacoseira canadensis,Aulacoseira canadensis,Heterokontophyta,Coscinodiscophyceae,Aulacoseiraceae,Aulacoseiraceae,Aulacoseira
Aulacoseira canadensis (Hustedt) Simonsen,Aulacoseira canadensis,Heterokontophyta,Coscinodiscophyceae,Aulacoseiraceae,Aulacoseiraceae,Aulacoseira
Aulacoseira cf granulata SWAMP KB,Aulacoseira,Heterokontophyta,Coscinodiscophyceae,Aulacoseiraceae,Aulacoseiraceae,Aulacoseira
Aulacoseira cf italica SWAMP JPK,Aulacoseira,Heterokontophyta,Coscinodiscophyceae,Aulacoseiraceae,Aulacoseiraceae,Aulacoseira
Aulacoseira crassipunctata,Aulacoseira crassipunctata,Heterokontophyta,Coscinodiscophyceae,Aulacoseiraceae,Aulacoseiraceae,Aulacoseira
Aulacoseira crenulata,Aulacoseira crenulata,Heterokontophyta,Coscinodiscophyceae,Aulacoseiraceae,Aulacoseiraceae,Aulacoseira
Aulacoseira crenulata (Ehrenberg) Thwaites,Aulacoseira crenulata,Heterokontophyta,Coscinodiscophyceae,Aulacoseiraceae,Aulacoseiraceae,Aulacoseira
Aulacoseira distans,Aulacoseira distans,Heterokontophyta,Coscinodiscophyceae,Aulacoseiraceae,Aulacoseiraceae,Aulacoseira
Aulacoseira granulata,Aulacoseira granulata,Heterokontophyta,Coscinodiscophyceae,Aulacoseiraceae,Aulacoseiraceae,Aulacoseira
Aulacoseira granulata (Ehrenberg) Simonsen,Aulacoseira granulata,Heterokontophyta,Coscinodiscophyceae,Aulacoseiraceae,Aulacoseiraceae,Aulacoseira
Aulacoseira granulata var angustissima,Aulacoseira granulata var angustissima,Heterokontophyta,Coscinodiscophyceae,Aulacoseiraceae,Aulacoseiraceae,Aulacoseira
Aulacoseira islandica,Aulacoseira islandica,Heterokontophyta,Coscinodiscophyceae,Aulacoseiraceae,Aulacoseiraceae,Aulacoseira
Aulacoseira italica,Aulacoseira italica,Heterokontophyta,Coscinodiscophyceae,Aulacoseiraceae,Aulacoseiraceae,Aulacoseira
Aulacoseira italica (Ehrenberg) Simonsen,Aulacoseira italica,Heterokontophyta,Coscinodiscophyceae,Aulacoseiraceae,Aulacoseiraceae,Aulacoseira
Aulacoseira italica var tenuissima,Aulacoseira italica var tenuissima,Heterokontophyta,Coscinodiscophyceae,Aulacoseiraceae,Aulacoseiraceae,Aulacoseira
Aulacoseira lirata,Aulacoseira lirata,Heterokontophyta,Coscinodiscophyceae,Aulacoseiraceae,Aulacoseiraceae,Aulacoseira
Aulacoseira muzzanensis,Aulacoseira muzzanensis,Heterokontophyta,Coscinodiscophyceae,Aulacoseiraceae,Aulacoseiraceae,Aulacoseira
Aulacoseira nivaloides,Aulacoseira nivaloides,Heterokontophyta,Coscinodiscophyceae,Aulacoseiraceae,Aulacoseiraceae,Aulacoseira
Aulacoseira nygaardii,Aulacoseira nygaardii,Heterokontophyta,Coscinodiscophyceae,Aulacoseiraceae,Aulacoseiraceae,Aulacoseira
Aulacoseira pusilla,Aulacoseira pusilla,Heterokontophyta,Coscinodiscophyceae,Aulacoseiraceae,Aulacoseiraceae,Aulacoseira
Aulacoseira sp 2 SCCWRP BSL,Aulacoseira,Heterokontophyta,Coscinodiscophyceae,Aulacoseiraceae,Aulacoseiraceae,Aulacoseira
Aulacoseira sp Coarse SCCWRP JPK,Aulacoseira,Heterokontophyta,Coscinodiscophyceae,Aulacoseiraceae,Aulacoseiraceae,Aulacoseira
Aulacoseira sp. 2 SCCWRP BSL,Aulacoseira,Heterokontophyta,Coscinodiscophyceae,Aulacoseiraceae,Aulacoseiraceae,Aulacoseira
Aulacoseira sp. Coarse SCCWRP JPK,Aulacoseira,Heterokontophyta,Coscinodiscophyceae,Aulacoseiraceae,Aulacoseiraceae,Aulacoseira
Aulacoseira subarctica,Aulacoseira subarctica,Heterokontophyta,Coscinodiscophyceae,Aulacoseiraceae,Aulacoseiraceae,Aulacoseira
Aulacoseira tenella,Aulacoseira tenella,Heterokontophyta,Coscinodiscophyceae,Aulacoseiraceae,Aulacoseiraceae,Aulacoseira
Aulacoseira tethera,Aulacoseira tethera,Heterokontophyta,Coscinodiscophyceae,Aulacoseiraceae,Aulacoseiraceae,Aulacoseira
Aulacoseira valida,Aulacoseira valida,Heterokontophyta,Coscinodiscophyceae,Aulacoseiraceae,Aulacoseiraceae,Aulacoseira
Anomoeoneis costata,Anomoeoneis costata,Bacillariophyta,Bacillariophyceae,Cymbellales,Anomoeoneidaceae,Anomoeoneis
Anomoeoneis sp 1,Anomoeoneis,Bacillariophyta,Bacillariophyceae,Cymbellales,Anomoeoneidaceae,Anomoeoneis
Anomoeoneis sphaerophora,Anomoeoneishaerophora,Bacillariophyta,Bacillariophyceae,Cymbellales,Anomoeoneidaceae,Anomoeoneis
Anomoeoneis sphaerophora var sculpta,Anomoeoneishaerophora var sculpta,Bacillariophyta,Bacillariophyceae,Cymbellales,Anomoeoneidaceae,Anomoeoneis
Astartiella,Astartiella,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Astartiella
Astartiella bahusiensis,Astartiella bahusiensis,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Astartiella
"Astartiella bahusiensis (Grunow in Van Heurck) Witkowski, Lange-Bertalot & Metzeltin in Moser, Lange-Bertalot & Metzeltin",Astartiella bahusiensis,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Astartiella
Astartiella bremeyeri,Astartiella bremeyeri,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Astartiella
Astartiella sp 1,Astartiella,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Astartiella
Bacillaria,Bacillaria,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Bacillaria
Bacillaria paradoxa,Bacillaria paradoxa,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Bacillaria
Bacillaria paradoxa Gmelin in Linneaeus,Bacillaria paradoxa,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Bacillaria
Bacillariaceae,Bacillariaceae,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,NA
Bacillariophyceae,Bacillariophyceae,Bacillariophyta,Bacillariophyceae,NA,NA,NA
Bacillariophyceae 1,Bacillariophyceae,Bacillariophyta,Bacillariophyceae,NA,NA,NA
Bacillariophyceae 10,Bacillariophyceae,Bacillariophyta,Bacillariophyceae,NA,NA,NA
Bacularia cf vermicularis,Bacularia,Cyanobacteria,Cyanophyceae,Synechococcales,Synechococcaceae,Bacularia
Bacularia sp 1,Bacularia,Cyanobacteria,Cyanophyceae,Synechococcales,Synechococcaceae,Bacularia
Bacularia vermicularis,Bacularia vermicularis,Cyanobacteria,Cyanophyceae,Synechococcales,Synechococcaceae,Bacularia
Batrachospermum,Batrachospermum,Rhodophyta,Florideophyceae,Batrachospermales,Batrachospermaceae,Batrachospermum
Batrachospermum arcuatum,Batrachospermum arcuatum,Rhodophyta,Florideophyceae,Batrachospermales,Batrachospermaceae,Batrachospermum
Batrachospermum boryanum,Batrachospermum boryanum,Rhodophyta,Florideophyceae,Batrachospermales,Batrachospermaceae,Batrachospermum
Batrachospermum cf arcuatum,Batrachospermum,Rhodophyta,Florideophyceae,Batrachospermales,Batrachospermaceae,Batrachospermum
Batrachospermum cf boryanum,Batrachospermum,Rhodophyta,Florideophyceae,Batrachospermales,Batrachospermaceae,Batrachospermum
Batrachospermum cf gelatinosum,Batrachospermum,Rhodophyta,Florideophyceae,Batrachospermales,Batrachospermaceae,Batrachospermum
Batrachospermum cf. boryanum Sirodot,Batrachospermum,Rhodophyta,Florideophyceae,Batrachospermales,Batrachospermaceae,Batrachospermum
Batrachospermum gelatinosum,Batrachospermum gelatinosum,Rhodophyta,Florideophyceae,Batrachospermales,Batrachospermaceae,Batrachospermum
Batrachospermum sp 1,Batrachospermum,Rhodophyta,Florideophyceae,Batrachospermales,Batrachospermaceae,Batrachospermum
Bacillariophyceae 11,Bacillariophyceae,Bacillariophyta,Bacillariophyceae,NA,NA,NA
Bacillariophyceae 2,Bacillariophyceae,Bacillariophyta,Bacillariophyceae,NA,NA,NA
Binuclearia cf tatrana,Binuclearia,Chlorophyta,Ulvophyceae,Ulotrichales,Gloeotilaceae,Binuclearia
Binuclearia tatrana,Binuclearia tatrana,Chlorophyta,Ulvophyceae,Ulotrichales,Gloeotilaceae,Binuclearia
Bacillariophyceae 3,Bacillariophyceae,Bacillariophyta,Bacillariophyceae,NA,NA,NA
Bacillariophyceae 4,Bacillariophyceae,Bacillariophyta,Bacillariophyceae,NA,NA,NA
Bacillariophyceae 5,Bacillariophyceae,Bacillariophyta,Bacillariophyceae,NA,NA,NA
Bacillariophyceae 6,Bacillariophyceae,Bacillariophyta,Bacillariophyceae,NA,NA,NA
Bacillariophyceae 7,Bacillariophyceae,Bacillariophyta,Bacillariophyceae,NA,NA,NA
Bluegreen coccoid,Bluegreen coccoid,NA,NA,NA,NA,NA
Bluegreen coccoid 1,Bluegreen,NA,NA,NA,NA,NA
Bluegreen coccoid 3,Bluegreen,NA,NA,NA,NA,NA
Bluegreen coccoid 6,Bluegreen,NA,NA,NA,NA,NA
Botryosphaerella sudetica,Botryosphaerella sudetica,Chlorophyta,Chlorophyceae,Chlorophyceae incertae sedis,Chlorophyceae familia incertae sedis,Botryosphaerella
Brachynema sp 1,Brachynema,Cyanobacteria,Cyanophyceae,Chroococcales,Hyellaceae,Brachynema
Bacillariophyceae 8,Bacillariophyceae,Bacillariophyta,Bacillariophyceae,NA,NA,NA
Bacillariophyceae 9,Bacillariophyceae,Bacillariophyta,Bacillariophyceae,NA,NA,NA
Berkeleya,Berkeleya,Bacillariophyta,Bacillariophyceae,Naviculales,Berkeleyaceae,Berkeleya
Berkeleya rutilans,Berkeleya rutilans,Bacillariophyta,Bacillariophyceae,Naviculales,Berkeleyaceae,Berkeleya
Biremis,Biremis,Bacillariophyta,Bacillariophyceae,Naviculales,Scoliotropidaceae,Biremis
Biremis circumtexta,Biremis circumtexta,Bacillariophyta,Bacillariophyceae,Naviculales,Scoliotropidaceae,Biremis
"Biremis circumtexta (Meister ex Hustedt) H. Lange-Bertalot & A. Witkowski in A. Witkowski, H. Lange-Bertalot & D. Metzeltin",Biremis circumtexta,Bacillariophyta,Bacillariophyceae,Naviculales,Scoliotropidaceae,Biremis
Biremis sp 1 SCCWRP JPK,Biremis,Bacillariophyta,Bacillariophyceae,Naviculales,Scoliotropidaceae,Biremis
Biremis sp. 1 SCCWRP JPK,Biremis,Bacillariophyta,Bacillariophyceae,Naviculales,Scoliotropidaceae,Biremis
Brachysira,Brachysira,Bacillariophyta,Bacillariophyceae,Naviculales,Brachysiraceae,Brachysira
Brachysira aponina,Brachysira aponina,Bacillariophyta,Bacillariophyceae,Naviculales,Brachysiraceae,Brachysira
Bulbochaete,Bulbochaete,Chlorophyta,Chlorophyceae,Oedogoniales,Oedogoniaceae,Bulbochaete
Bulbochaete brebissonii,Bulbochaete brebissonii,Chlorophyta,Chlorophyceae,Oedogoniales,Oedogoniaceae,Bulbochaete
Bulbochaete cf brebissonii,Bulbochaete,Chlorophyta,Chlorophyceae,Oedogoniales,Oedogoniaceae,Bulbochaete
Bulbochaete cf mirabilis,Bulbochaete,Chlorophyta,Chlorophyceae,Oedogoniales,Oedogoniaceae,Bulbochaete
Bulbochaete cf nana,Bulbochaete   ,Chlorophyta,Chlorophyceae,Oedogoniales,Oedogoniaceae,Bulbochaete
Bulbochaete mirabilis,Bulbochaete mirabilis,Chlorophyta,Chlorophyceae,Oedogoniales,Oedogoniaceae,Bulbochaete
Bulbochaete sp 1,Bulbochaete,Chlorophyta,Chlorophyceae,Oedogoniales,Oedogoniaceae,Bulbochaete
Bulbochaete sp 2,Bulbochaete,Chlorophyta,Chlorophyceae,Oedogoniales,Oedogoniaceae,Bulbochaete
Bulbochaete sp 3,Bulbochaete,Chlorophyta,Chlorophyceae,Oedogoniales,Oedogoniaceae,Bulbochaete
Bulbochaete sp 4,Bulbochaete   ,Chlorophyta,Chlorophyceae,Oedogoniales,Oedogoniaceae,Bulbochaete
Bulbochaete sp. 1,Bulbochaete,Chlorophyta,Chlorophyceae,Oedogoniales,Oedogoniaceae,Bulbochaete
Bumilleria sp 1,Bumilleria,Heterokontophyta,Xanthophyceae,Tribonematales,Tribonemataceae,Bumilleria
Bumilleriopsis sp 1,Bumilleriopsis,Heterokontophyta,Xanthophyceae,Mischococcales,Centritactaceae,Bumilleriopsis
Bumilleriopsis sp. 1,Bumilleriopsis,Heterokontophyta,Xanthophyceae,Mischococcales,Centritactaceae,Bumilleriopsis
Brachysira aponina K¸tzing,Brachysira aponina,Bacillariophyta,Bacillariophyceae,Naviculales,Brachysiraceae,Brachysira
Brachysira brebissonii,Brachysira brebissonii,Bacillariophyta,Bacillariophyceae,Naviculales,Brachysiraceae,Brachysira
Brachysira exilis,Brachysira exilis,Bacillariophyta,Bacillariophyceae,Naviculales,Brachysiraceae,Brachysira
Brachysira microcephala,Brachysira microcephala,Bacillariophyta,Bacillariophyceae,Naviculales,Brachysiraceae,Brachysira
Brachysira neoexilis,Brachysira neoexilis,Bacillariophyta,Bacillariophyceae,Naviculales,Brachysiraceae,Brachysira
Brachysira styriaca,Brachysira styriaca,Bacillariophyta,Bacillariophyceae,Naviculales,Brachysiraceae,Brachysira
Brachysira vitrea,Brachysira vitrea,Bacillariophyta,Bacillariophyceae,Naviculales,Brachysiraceae,Brachysira
Brachysira vitrea (Grunow) R. Ross in Hartley,Brachysira vitrea,Bacillariophyta,Bacillariophyceae,Naviculales,Brachysiraceae,Brachysira
Brachysira zellensis,Brachysira zellensis,Bacillariophyta,Bacillariophyceae,Naviculales,Brachysiraceae,Brachysira
Caloneis,Caloneis,Bacillariophyta,Bacillariophyceae,Naviculales,Pinnulariaceae,Caloneis
Caloneis alpestris,Caloneis alpestris,Bacillariophyta,Bacillariophyceae,Naviculales,Pinnulariaceae,Caloneis
Caloneis amphisbaena,Caloneis amphisbaena,Bacillariophyta,Bacillariophyceae,Naviculales,Pinnulariaceae,Caloneis
Caloneis amphisbaena (Bory) Cleve,Caloneis amphisbaena,Bacillariophyta,Bacillariophyceae,Naviculales,Pinnulariaceae,Caloneis
Caloneis bacillum,Caloneis bacillum,Bacillariophyta,Bacillariophyceae,Naviculales,Pinnulariaceae,Caloneis
