FinalIDassigned,AlgaeList,Habit,BCG,BCG45,BCG12,Heterocystous,IndicatorClass_Cu,IndicatorClass_DOC,IndicatorClass_Ref,IndicatorClass_TN,IndicatorClass_TP,Motility,NitrogenUptakeMetabolism,NitrogenUptakeMetabolism2,OxygenRequirements,Salinity,Salinity2,Saprobity,TaxonomicGroup,TrophicState,Zygnemataceae,ZHR,CRUS,Green,Phylum,Class,Order,Family,Genus1,orig.FinalID
Aulacoseira italica,Diatom_2012,P,3,,,,,,,,,NM,NAHON,NAHON,DO_75,FB,FB,BM,,ME,,,,,Heterokontophyta,Coscinodiscophyceae,Aulacoseiraceae,Aulacoseiraceae,Aulacoseira,
Aulacoseira italica var tenuissima,Diatom_2012,P,0,,,,,,,,,NM,,,,,,,,,,,,,Heterokontophyta,Coscinodiscophyceae,Aulacoseiraceae,Aulacoseiraceae,Aulacoseira,
Aulacoseira lirata,Diatom_2012,P,0,,,,,,,,,NM,,,,,,,,,,,,,Heterokontophyta,Coscinodiscophyceae,Aulacoseiraceae,Aulacoseiraceae,Aulacoseira,
Aulacoseira muzzanensis,NEW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aulacoseira nivaloides,Diatom_2012,P,2,,yes,,,,,,,NM,,,,,,,,,,,,,Heterokontophyta,Coscinodiscophyceae,Aulacoseiraceae,Aulacoseiraceae,Aulacoseira,
Aulacoseira nygaardii,Diatom_2012,P,2,,yes,,,,,,,NM,,,,,,,,,,,,,Heterokontophyta,Coscinodiscophyceae,Aulacoseiraceae,Aulacoseiraceae,Aulacoseira,
Aulacoseira pusilla,Diatom_2012,P,0,,,,,,,,,NM,,,,,,,,,,,,,Heterokontophyta,Coscinodiscophyceae,Aulacoseiraceae,Aulacoseiraceae,Aulacoseira,
Aulacoseira subarctica,Diatom_2012,P,3,,,,,,,,,NM,NALON,NALON,DO_100,F,F,OS,,OM,,,,,Heterokontophyta,Coscinodiscophyceae,Aulacoseiraceae,Aulacoseiraceae,Aulacoseira,
Aulacoseira tenella,Diatom_2012,,0,,,,,,,,,,,,,,,,,,,,,,Heterokontophyta,Coscinodiscophyceae,Aulacoseiraceae,Aulacoseiraceae,Aulacoseira,
Aulacoseira tethera,Diatom_2012,P,0,,,,,,,,,NM,,,,,,,,,,,,,Heterokontophyta,Coscinodiscophyceae,Aulacoseiraceae,Aulacoseiraceae,Aulacoseira,
Aulacoseira valida,Diatom_2012,P,2,,yes,,,,,,,NM,,,,,,,,,,,,,Heterokontophyta,Coscinodiscophyceae,Aulacoseiraceae,Aulacoseiraceae,Aulacoseira,
Bacillaria,Diatom_2012,BN,0,,,,,,,,,HM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Bacillaria,
Bacillaria paradoxa,Diatom_2012,BN,5,yes,,,,,,,,HM,NAHON,NAHON,DO_30,B,Halo,AM,,E,,,,,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Bacillaria,
Bacillariaceae,Diatom_2012,,0,,,,,,,,,,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,,
Bacillariophyceae,Diatom_2012,,0,,,,,,,,,,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,,,,
Bacularia,SoftAlgae_2012,,0,,,No,,,,,,,,,,,,,CB,,No,,,,Cyanobacteria,Cyanophyceae,Synechococcales,Synechococcaceae,Bacularia,Bacularia cf vermicularis
Bacularia vermicularis,SoftAlgae_2012,,0,,,No,,,,,,,,,,,,,CB,,No,,,,Cyanobacteria,Cyanophyceae,Synechococcales,Synechococcaceae,Bacularia,Bacularia vermicularis
Batrachospermum,SoftAlgae_2012,,3,,,No,,,,,,,,,,,,,RD,,No,Yes,,,Rhodophyta,Florideophyceae,Batrachospermales,Batrachospermaceae,Batrachospermum,Batrachospermum cf arcuatum
Batrachospermum arcuatum,SoftAlgae_2012,,0,,,No,,,,,,,,,,,,,RD,,No,Yes,,,Rhodophyta,Florideophyceae,Batrachospermales,Batrachospermaceae,Batrachospermum,Batrachospermum arcuatum
Batrachospermum boryanum,SoftAlgae_2012,,0,,,No,NI,NI,NI,NI,low,,,,,,,,RD,,No,Yes,,,Rhodophyta,Florideophyceae,Batrachospermales,Batrachospermaceae,Batrachospermum,Batrachospermum boryanum
Batrachospermum gelatinosum,SoftAlgae_2012,,0,,,No,,,,,,,,,,,,,RD,,No,Yes,,,Rhodophyta,Florideophyceae,Batrachospermales,Batrachospermaceae,Batrachospermum,Batrachospermum gelatinosum
Berkeleya,Diatom_2012,,0,,,,,,,,,,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Berkeleyaceae,Berkeleya,
Berkeleya rutilans,Diatom_2012,,0,,,,,,,,,,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Berkeleyaceae,Berkeleya,
Binuclearia,SoftAlgae_2012,,0,,,No,,,,,,,,,,,,,CL,,No,,,Yes,Chlorophyta,Ulvophyceae,Ulotrichales,Gloeotilaceae,Binuclearia,Binuclearia cf tatrana
Binuclearia tatrana,SoftAlgae_2012,,0,,,No,,,,,,,,,,,,,CL,,No,,,Yes,Chlorophyta,Ulvophyceae,Ulotrichales,Gloeotilaceae,Binuclearia,Binuclearia tatrana
Biremis,Diatom_2012,BN,5,yes,,,,,,,,MM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Scoliotropidaceae,Biremis,
Biremis circumtexta,Diatom_2012,BN,5,yes,,,,,,,,MM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Scoliotropidaceae,Biremis,
Botryosphaerella sudetica,SoftAlgae_2012,,0,,,,,,,,,,,,,,,,,,,,,,Chlorophyta,Chlorophyceae,Chlorophyceae incertae sedis,Chlorophyceae familia incertae sedis,Botryosphaerella,Botryosphaerella sudetica
Brachynema,SoftAlgae_2012,,0,,,No,,,,,,,,,,,,,CB,,No,,,,Cyanobacteria,Cyanophyceae,Chroococcales,Hyellaceae,Brachynema,Brachynema sp 1
Brachysira,Diatom_2012,BN,0,,,,,,,,,MM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Brachysiraceae,Brachysira,
Brachysira aponina,Diatom_2012,BN,2,,yes,,,,,,,MM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Brachysiraceae,Brachysira,
Brachysira brebissonii,Diatom_2012,BN,2,,yes,,,,,,,MM,NALON,NALON,DO_75,F,F,OS,,O,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Brachysiraceae,Brachysira,
Brachysira exilis,Diatom_2012,BN,0,,,,,,,,,MM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Brachysiraceae,Brachysira,
Brachysira microcephala,NEW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brachysira neoexilis,Diatom_2012,BN,2,,yes,,,,,,,MM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Brachysiraceae,Brachysira,
Brachysira styriaca,Diatom_2012,BN,3,,,,,,,,,MM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Brachysiraceae,Brachysira,
Brachysira vitrea,Diatom_2012,BN,3,,,,,,,,,MM,NALON,NALON,DO_75,FB,FB,OS,,OM,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Brachysiraceae,Brachysira,
Brachysira zellensis,Diatom_2012,BN,0,,,,,,,,,MM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Brachysiraceae,Brachysira,
Bulbochaete,SoftAlgae_2012,,3,,,No,,,,,,,,,,,,,CL,,No,,,Yes,Chlorophyta,Chlorophyceae,Oedogoniales,Oedogoniaceae,Bulbochaete,Bulbochaete
Bulbochaete brebissonii,SoftAlgae_2012,,0,,,,,,,,,,,,,,,,,,,,,,Chlorophyta,Chlorophyceae,Oedogoniales,Oedogoniaceae,Bulbochaete,Bulbochaete brebissonii
Bulbochaete mirabilis,SoftAlgae_2012,,0,,,No,NI,,NI,NI,NI,,,,,,,,CL,,No,,,Yes,Chlorophyta,Chlorophyceae,Oedogoniales,Oedogoniaceae,Bulbochaete,Bulbochaete mirabilis
Bumilleria,SoftAlgae_2012,,0,,,No,,,,,,,,,,,,,OC,,No,,,,Heterokontophyta,Xanthophyceae,Tribonematales,Tribonemataceae,Bumilleria,Bumilleria sp 1
Bumilleriopsis,SoftAlgae_2012,,0,,,No,,,,,,,,,,,,,OC,,No,,,,Heterokontophyta,Xanthophyceae,Mischococcales,Centritactaceae,Bumilleriopsis,Bumilleriopsis sp 1
Caloneis,Diatom_2012,BN,3,,,,,,,,,MM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Pinnulariaceae,Caloneis,
Caloneis alpestris,Diatom_2012,BN,0,,,,,,,,,MM,NALON,NALON,DO_100,FB,FB,OS,,M,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Pinnulariaceae,Caloneis,
Caloneis amphisbaena,Diatom_2012,BN,4,yes,,,,,,,,MM,NAHON,NAHON,DO_50,BF,Halo,AM,,E,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Pinnulariaceae,Caloneis,
Caloneis bacillum,Diatom_2012,BN,3,,,,,,,,,MM,NALON,NALON,DO_75,FB,FB,BM,,ME,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Pinnulariaceae,Caloneis,
Caloneis branderii,Diatom_2012,BN,0,,,,,,,,,MM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Pinnulariaceae,Caloneis,
Caloneis clevei,Diatom_2012,BN,0,,,,,,,,,MM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Pinnulariaceae,Caloneis,
Caloneis hyalina,Diatom_2012,BN,3,,,,,,,,,MM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Pinnulariaceae,Caloneis,
Caloneis lauta,Diatom_2012,BN,0,,,,,,,,,MM,NALON,NALON,DO_100,F,F,OS,,O,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Pinnulariaceae,Caloneis,
Caloneis lewisii,NEW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caloneis macedonica,Diatom_2012,BN,0,,,,,,,,,MM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Pinnulariaceae,Caloneis,
Caloneis molaris,Diatom_2012,BN,0,,,,,,,,,MM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Pinnulariaceae,Caloneis,
Caloneis permagna,Diatom_2012,,0,,,,,,,,,,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Pinnulariaceae,Caloneis,
Caloneis schumanniana,Diatom_2012,BN,2,,yes,,,,,,,MM,NALON,NALON,DO_75,FB,FB,OS,,M,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Pinnulariaceae,Caloneis,
Caloneis schumanniana var biconstricta,Diatom_2012,BN,0,,,,,,,,,MM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Pinnulariaceae,Caloneis,
Caloneis silicula,Diatom_2012,BN,3,,,,,,,,,MM,NALON,NALON,DO_75,FB,FB,OS,,ME,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Pinnulariaceae,Caloneis,
Caloneis sublinearis,Diatom_2012,BN,0,,,,,,,,,MM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Pinnulariaceae,Caloneis,
Caloneis tenuis,Diatom_2012,BN,0,,,,,,,,,MM,NALON,NALON,DO_100,FB,FB,OS,,M,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Pinnulariaceae,Caloneis,
Caloneis thermalis,Diatom_2012,BN,0,,,,,,,,,MM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Pinnulariaceae,Caloneis,
Caloneis undulata,Diatom_2012,BN,0,,,,,,,,,MM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Pinnulariaceae,Caloneis,
Calothrix,SoftAlgae_2012,,0,,,Yes,,,,,,,,,,,,,CB,,No,Yes,,,Cyanobacteria,Cyanophyceae,Nostocales,Rivulariaceae,Calothrix,Calothrix cf atricha
Calothrix atricha,SoftAlgae_2012,,0,,,Yes,,,,,,,,,,,,,CB,,No,Yes,,,Cyanobacteria,Cyanophyceae,Nostocales,Rivulariaceae,Calothrix,Calothrix atricha
Calothrix breviarticulata,SoftAlgae_2012,,0,,,Yes,,,,,,,,,,,,,CB,,No,Yes,,,Cyanobacteria,Cyanophyceae,Nostocales,Rivulariaceae,Calothrix,Calothrix breviarticulata
Calothrix brevissima,SoftAlgae_2012,,0,,,Yes,,,,,,,,,,,,,CB,,No,Yes,,,Cyanobacteria,Cyanophyceae,Nostocales,Rivulariaceae,Calothrix,Calothrix brevissima
Calothrix clavata,SoftAlgae_2012,,0,,,Yes,,,,,,,,,,,,,CB,,No,Yes,,,Cyanobacteria,Cyanophyceae,Nostocales,Rivulariaceae,Calothrix,Calothrix clavata
Calothrix crustacea,SoftAlgae_2012,,0,,,Yes,NI,NI,NI,NI,NI,,,,,,,,CB,,No,Yes,,,Cyanobacteria,Cyanophyceae,Nostocales,Rivulariaceae,Calothrix,Calothrix crustacea
Calothrix crustaceae,NEW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calothrix epiphytica,SoftAlgae_2012,,3,,,Yes,NI,NI,NI,low,NI,,,,,,,,CB,,No,Yes,,,Cyanobacteria,Cyanophyceae,Nostocales,Rivulariaceae,Calothrix,Calothrix epiphytica
Calothrix fusca,SoftAlgae_2012,,3,,,Yes,NI,NI,NI,low,NI,,,,,,,,CB,,No,Yes,,,Cyanobacteria,Cyanophyceae,Nostocales,Rivulariaceae,Calothrix,Calothrix fusca
Calothrix kossinskajae,SoftAlgae_2012,,0,,,,,,,,,,,,,,,,,,,,,,Cyanobacteria,Cyanophyceae,Nostocales,Rivulariaceae,Calothrix ,Calothrix kossinskajae
Calothrix linearis,SoftAlgae_2012,,0,,,Yes,,,,,,,,,,,,,CB,,No,Yes,,,Cyanobacteria,Cyanophyceae,Nostocales,Rivulariaceae,Calothrix,Calothrix linearis
Calothrix marchica,SoftAlgae_2012,,2,,yes,Yes,,,,,,,,,,,,,CB,,No,Yes,,,Cyanobacteria,Cyanophyceae,Nostocales,Rivulariaceae,Calothrix,Calothrix marchica
Calothrix parietina,SoftAlgae_2012,,2,,yes,Yes,NI,NI,RF,NI,NI,,,,,,,,CB,,No,Yes,,,Cyanobacteria,Cyanophyceae,Nostocales,Rivulariaceae,Calothrix,Calothrix parietina
Calothrix pulvinata,SoftAlgae_2012,,0,,,Yes,,,,,,,,,,,,,CB,,No,Yes,,,Cyanobacteria,Cyanophyceae,Nostocales,Rivulariaceae,Calothrix,Calothrix pulvinata
Calothrix scytonemicola,SoftAlgae_2012,,0,,,Yes,,,,,,,,,,,,,CB,,No,Yes,,,Cyanobacteria,Cyanophyceae,Nostocales,Rivulariaceae,Calothrix,Calothrix scytonemicola
Calothrix stagnalis,SoftAlgae_2012,,0,,,Yes,,,,,,,,,,,,,CB,,No,Yes,,,Cyanobacteria,Cyanophyceae,Nostocales,Rivulariaceae,Calothrix,Calothrix stagnalis
Calothrix wembaerensis,NEW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Campylodiscus,Diatom_2012,BN,0,,,,,,,,,HM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Surirellales,Surirellaceae,Campylodiscus,
Campylodiscus clypeus,Diatom_2012,BN,5,yes,,,,,,,,HM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Surirellales,Surirellaceae,Campylodiscus,
Campylodiscus hibernicus,Diatom_2012,BN,5,yes,,,,,,,,HM,,,,FB,FB,,,E,,,,,Bacillariophyta,Bacillariophyceae,Surirellales,Surirellaceae,Campylodiscus,
Capartogramma crucicula,Diatom_2012,BN,0,,,,,,,,,MM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Capartogramma,
Capsosira,SoftAlgae_2012,,0,,,Yes,,NI,NI,NI,NI,,,,,,,,CB,,No,Yes,,,Cyanobacteria,Cyanophyceae,Nostocales,Stigonemataceae,Capsosira,Capsosira cf brebissonii
Capsosira brebissonii,SoftAlgae_2012,,0,,,Yes,,NI,NI,NI,NI,,,,,,,,CB,,No,Yes,,,Cyanobacteria,Cyanophyceae,Nostocales,Stigonemataceae,Capsosira,Capsosira brebissonii
Carteria,SoftAlgae_2012,,0,,,No,,,,,,,,,,,,,CL,,No,,,Yes,Chlorophyta,Chlorophyceae,Volvocales,Carteriaceae,Carteria,Carteria cf klebsii
Carteria klebsii,SoftAlgae_2012,,0,,,No,,,,,,,,,,,,,CL,,No,,,Yes,Chlorophyta,Chlorophyceae,Volvocales,Carteriaceae,Carteria,Carteria klebsii
Cavinula,Diatom_2012,BN,0,,,,,,,,,MM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Cavinulaceae,Cavinula,
Cavinula cocconeiformis,Diatom_2012,BN,0,,,,,,,,,MM,NALON,NALON,DO_100,F,F,OS,,OM,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Cavinulaceae,Cavinula,
Cavinula jaernefeltii,Diatom_2012,BN,2,,yes,,,,,,,MM,NALON,NALON,DO_100,FB,FB,OS,,OM,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Cavinulaceae,Cavinula,
Cavinula lapidosa,Diatom_2012,BN,2,,yes,,,,,,,MM,NALON,NALON,DO_100,F,F,OS,,,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Cavinulaceae,Cavinula,
Cavinula pseudoscutiformis,Diatom_2012,BN,2,,yes,,,,,,,MM,NALON,NALON,DO_75,FB,FB,BM,,ME,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Cavinulaceae,Cavinula,
Cavinula scutelloides,Diatom_2012,BN,0,,,,,,,,,MM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Cavinulaceae,Cavinula,
Cavinula variostriata,Diatom_2012,BN,0,,,,,,,,,MM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Cavinulaceae,Cavinula,
Cavinula vincentii,Diatom_2012,BN,2,,yes,,,,,,,MM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Cavinulaceae,Cavinula,
Ceratium,SoftAlgae_2012,,0,,,No,,,,,,,,,,,,,DF,,No,,,,Dinoflagellata,Dinophyceae,Gonyaulacales,Ceratiaceae,Ceratium,Ceratium cf hirundinella
Ceratium hirundinella,SoftAlgae_2012,,0,,,No,,,,,,,,,,,,,DF,,No,,,,Dinoflagellata,Dinophyceae,Gonyaulacales,Ceratiaceae,Ceratium,Ceratium hirundinella
Chadefaudiothrix gallica,SoftAlgae_2012,,0,,,,,,,,,,,,,,,,CB,,No,,,,Heterokontophyta,Xanthophyceae,Tribonematales,Tribonemataceae,Chadefaudiothrix ,Chadefaudiothrix gallica
Chaetophora,SoftAlgae_2012,,2,,yes,No,,,,,,,,,,,,,CL,,No,,,Yes,Chlorophyta,Chlorophyceae,Chaetophorales,Chaetophoraceae,Chaetophora,Chaetophora
Chaetophora elegans,SoftAlgae_2012,,2,,yes,No,,NI,NI,NI,NI,,,,,,,,CL,,No,,,Yes,Chlorophyta,Chlorophyceae,Chaetophorales,Chaetophoraceae,Chaetophora,Chaetophora elegans
Chaetophora incrassata,SoftAlgae_2012,,2,,yes,No,,NI,NI,NI,NI,,,,,,,,CL,,No,,,Yes,Chlorophyta,Chlorophyceae,Chaetophorales,Chaetophoraceae,Chaetophora,Chaetophora incrassata
Chaetophorales,SoftAlgae_2012,,0,,,No,,NI,NI,NI,NI,,,,,,,,CL,,No,,,Yes,Chlorophyta,Chlorophyceae,Chaetophorales,,,Chaetophorales 1
Chaetosphaeridium,SoftAlgae_2012,,0,,,No,,NI,NI,NI,NI,,,,,,,,CA,,No,,,Yes,Streptophyta,Mesostigmatophyceae,Chaetosphaeridiales,Chaetosphaeridiaceae,Chaetosphaeridium,Chaetosphaeridium cf globosum
Chaetosphaeridium globosum,SoftAlgae_2012,,0,,,No,,NI,NI,NI,NI,,,,,,,,CA,,No,,,Yes,Streptophyta,Mesostigmatophyceae,Chaetosphaeridiales,Chaetosphaeridiaceae,Chaetosphaeridium,Chaetosphaeridium globosum
Chamaepinnularia,Diatom_2012,BN,2,,yes,,,,,,,MM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Chamaepinnularia,
Chamaepinnularia begeri,Diatom_2012,BN,0,,,,,,,,,MM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Chamaepinnularia,
Chamaepinnularia bremensis,Diatom_2012,BN,2,,yes,,,,,,,MM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Chamaepinnularia,
Chamaepinnularia evanida,NEW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chamaepinnularia mediocris,Diatom_2012,BN,2,,yes,,,,,,,MM,NALON,NALON,DO_100,F,F,OS,,O,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Chamaepinnularia,
Chamaepinnularia soehrensis,NEW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chamaepinnularia soehrensis var hassica,Diatom_2012,BN,0,,,,,,,,,MM,NALON,NALON,DO_100,F,F,OS,,O,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Chamaepinnularia,
Chamaepinnularia soehrensis var muscicola,Diatom_2012,BN,0,,,,,,,,,MM,NALON,NALON,DO_100,F,F,OS,,O,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Chamaepinnularia,
Chamaesiphon,SoftAlgae_2012,,2,,yes,No,,,,,,,,,,,,,CB,,No,,,,Cyanobacteria,Cyanophyceae,Synechococcales,Chamaesiphonaceae,Chamaesiphon,Chamaesiphon cf amethystinus
Chamaesiphon amethystinus,SoftAlgae_2012,,0,,,No,,,,,,,,,,,,,CB,,No,,,,Cyanobacteria,Cyanophyceae,Synechococcales,Chamaesiphonaceae,Chamaesiphon,Chamaesiphon amethystinus
Chamaesiphon confervicola,SoftAlgae_2012,,2,,yes,No,NI,NI,NI,NI,NI,,,,,,,,CB,,No,,,,Cyanobacteria,Cyanophyceae,Synechococcales,Chamaesiphonaceae,Chamaesiphon,Chamaesiphon confervicola
Chamaesiphon incrustans,SoftAlgae_2012,,2,,yes,No,NI,NI,NI,NI,NI,,,,,,,,CB,,No,,,,Cyanobacteria,Cyanophyceae,Synechococcales,Chamaesiphonaceae,Chamaesiphon,Chamaesiphon incrustans
Chamaesiphon investiens,SoftAlgae_2012,,3,,,No,NI,NI,NI,NI,NI,,,,,,,,CB,,No,,,,Cyanobacteria,Cyanophyceae,Synechococcales,Chamaesiphonaceae,Chamaesiphon,Chamaesiphon investiens
Chamaesiphon minimus,SoftAlgae_2012,,2,,yes,,,,,,,,,,,,,,,,,,,,Cyanobacteria,Cyanophyceae,Synechococcales,Chamaesiphonaceae,Chamaesiphon,Chamaesiphon minimus
Chamaesiphon minutus,SoftAlgae_2012,,2,,yes,No,NI,NI,NI,NI,NI,,,,,,,,CB,,No,,,,Cyanobacteria,Cyanophyceae,Synechococcales,Chamaesiphonaceae,Chamaesiphon,Chamaesiphon minutus
Chamaesiphon niger,NEW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chamaesiphon polymorphus,SoftAlgae_2012,,2,,yes,No,low,NI,RF,NI,low,,,,,,,,CB,,No,,,,Cyanobacteria,Cyanophyceae,Synechococcales,Chamaesiphonaceae,Chamaesiphon,Chamaesiphon polymorphus
Chamaesiphon starmachii,SoftAlgae_2012,,0,,,No,,,,,,,,,,,,,CB,,No,,,,Cyanobacteria,Cyanophyceae,Synechococcales,Chamaesiphonaceae,Chamaesiphon,Chamaesiphon starmachii
Chamaesiphon subglobosus,SoftAlgae_2012,,0,,,No,NI,NI,NI,NI,NI,,,,,,,,CB,,No,,,,Cyanobacteria,Cyanophyceae,Synechococcales,Chamaesiphonaceae,Chamaesiphon,Chamaesiphon subglobosus
Chantransia,SoftAlgae_2012,,3,,,No,NI,NI,NI,NI,NI,,,,,,,,RD,,No,Yes,,,Rhodophyta,Florideophyceae,Batrachospermales,Lemaneaceae,Chantransia,Chantransia sp 1
Chara,SoftAlgae_2012,,0,,,No,,,,,,,,,,,,,CA,,No,,,Yes,Streptophyta,Charophyceae,Charales,Characeae,Chara,Chara cf canescens
Chara canescens,SoftAlgae_2012,,0,,,No,,,,,,,,,,,,,CA,,No,,,Yes,Streptophyta,Charophyceae,Charales,Characeae,Chara,Chara canescens
Chara contraria,SoftAlgae_2012,,0,,,,,,,,,,,,,,,,,,,,,,Streptophyta,Charophyceae,Charales,Characeae,Chara,Chara contraria
Chara globularis,SoftAlgae_2012,,0,,,No,NI,NI,NI,NI,NI,,,,,,,,CA,,No,,,Yes,Streptophyta,Charophyceae,Charales,Characeae,Chara,Chara globularis
Chara vulgaris,SoftAlgae_2012,,3,,,No,NI,NI,NI,NI,NI,,,,,,,,CA,,No,,,Yes,Streptophyta,Charophyceae,Charales,Characeae,Chara,Chara vulgaris
Chara zeylanica,SoftAlgae_2012,,0,,,No,,,,,,,,,,,,,CA,,No,,,Yes,Streptophyta,Charophyceae,Charales,Characeae,Chara,Chara zeylanica
Characiopsis,SoftAlgae_2012,,0,,,No,,,,,,,,,,,,,OC,,No,,,,Heterokontophyta,Xanthophyceae,Mischococcales,Characiopsidaceae,Characiopsis,Characiopsis cf longipes
Characiopsis longipes,SoftAlgae_2012,,0,,,No,,,,,,,,,,,,,OC,,No,,,,Heterokontophyta,Xanthophyceae,Mischococcales,Characiopsidaceae,Characiopsis,Characiopsis longipes
Characiopsis minor,SoftAlgae_2012,,0,,,No,,,,,,,,,,,,,OC,,No,,,,Heterokontophyta,Xanthophyceae,Mischococcales,Characiopsidaceae,Characiopsis,Characiopsis minor
Characiopsis minuta,NEW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Characiopsis subulata,SoftAlgae_2012,,0,,,No,,,,,,,,,,,,,OC,,No,,,,Heterokontophyta,Xanthophyceae,Mischococcales,Characiopsidaceae,Characiopsis,Characiopsis subulata
Chlamydocapsa,SoftAlgae_2012,,0,,,No,,,,,,,,,,,,,CL,,No,,,Yes,Chlorophyta,Chlorophyceae,Tetrasporales,Palmellopsidaceae,Chlamydocapsa,Chlamydocapsa cf ampla
Chlamydocapsa ampla,SoftAlgae_2012,,0,,,No,,,,,,,,,,,,,CL,,No,,,Yes,Chlorophyta,Chlorophyceae,Tetrasporales,Palmellopsidaceae,Chlamydocapsa,Chlamydocapsa ampla
Chlamydomonadales,SoftAlgae_2012,,0,,,,,,,,,,,,,,,,,,,,,,Chlorophyta,Chlorophyceae,Chlamydomonadales,,,Chlamydomonadales 1
Chlamydomonadopsis,SoftAlgae_2012,,0,,,No,NI,NI,NI,NI,NI,,,,,,,,CL,,No,,,Yes,Chlorophyta,Chlorophyceae,Tetrasporales,Chlorangiellaceae,Chlamydomonadopsis,Chlamydomonadopsis sp 1
Chlamydomonas,SoftAlgae_2012,,0,,,No,,,,,,,,,,,,,CL,,No,,,Yes,Chlorophyta,Chlorophyceae,Volvocales,Chlamydomonadaceae,Chlamydomonas,Chlamydomonas cf ambigua
